EF ID,IPCC 1996 Source/Sink Category,IPCC 2006 Source/Sink Category,Gas,Fuel 1996,Fuel 2006,C pool,Type of parameter,Description,Technologies / Practices,Parameters / Conditions,Region / Regional Conditions,Abatement / Control Technologies,Other properties,Value,Unit,Equation,IPCC Worksheet,Technical Reference,Source of data,Data provider
328162,5-FL - Forest Land,3.B.1 - Forest land,CARBON DIOXIDE,,,Above-ground biomass (AGB),2019 Refinement default,Mean annual increment (growth rate of merchantable volume) values for some plantation forest species,,Plantation purpose: Productive Tree species: Casuarina junghuhniana,Continent/Region/Country: Global.,,,7-11,m3/ha/year,,,,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Table 4.11 - Reported mean annual increment (growth rate of merchantable volume) values for some plantation forest species",IPCC
328163,5-FL - Forest Land,3.B.1 - Forest land,CARBON DIOXIDE,,,Above-ground biomass (AGB),2019 Refinement default,Mean annual increment (growth rate of merchantable volume) values for some plantation forest species,,Plantation purpose: Productive Tree species: Cordia alliodora,Continent/Region/Country: Global.,,,10-20,m3/ha/year,,,,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Table 4.11 - Reported mean annual increment (growth rate of merchantable volume) values for some plantation forest species",IPCC
328164,5-FL - Forest Land,3.B.1 - Forest land,CARBON DIOXIDE,,,Above-ground biomass (AGB),2019 Refinement default,Mean annual increment (growth rate of merchantable volume) values for some plantation forest species,,Plantation purpose: Productive Tree species: Cupressus lusitanica,Continent/Region/Country: Global.,,,8-40,m3/ha/year,,,,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Table 4.11 - Reported mean annual increment (growth rate of merchantable volume) values for some plantation forest species",IPCC
328165,5-FL - Forest Land,3.B.1 - Forest land,CARBON DIOXIDE,,,Above-ground biomass (AGB),2019 Refinement default,Mean annual increment (growth rate of merchantable volume) values for some plantation forest species,,Plantation purpose: Productive Tree species: Dalbergia sissoo,Continent/Region/Country: Global.,,,5-8,m3/ha/year,,,,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Table 4.11 - Reported mean annual increment (growth rate of merchantable volume) values for some plantation forest species",IPCC
328166,5-FL - Forest Land,3.B.1 - Forest land,CARBON DIOXIDE,,,Above-ground biomass (AGB),2019 Refinement default,Mean annual increment (growth rate of merchantable volume) values for some plantation forest species,,Plantation purpose: Productive Tree species: Eucalyptus camaldulensis,Continent/Region/Country: Global.,,,15-30,m3/ha/year,,,,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Table 4.11 - Reported mean annual increment (growth rate of merchantable volume) values for some plantation forest species",IPCC
328167,5-FL - Forest Land,3.B.1 - Forest land,CARBON DIOXIDE,,,Above-ground biomass (AGB),2019 Refinement default,Mean annual increment (growth rate of merchantable volume) values for some plantation forest species,,Plantation purpose: Productive Tree species: Eucalyptus deglupta,Continent/Region/Country: Global.,,,14-50,m3/ha/year,,,,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Table 4.11 - Reported mean annual increment (growth rate of merchantable volume) values for some plantation forest species",IPCC
328168,5-FL - Forest Land,3.B.1 - Forest land,CARBON DIOXIDE,,,Above-ground biomass (AGB),2019 Refinement default,Mean annual increment (growth rate of merchantable volume) values for some plantation forest species,,Plantation purpose: Productive Tree species: Eucalyptus globulus,Continent/Region/Country: Global.,,,10-40,m3/ha/year,,,,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Table 4.11 - Reported mean annual increment (growth rate of merchantable volume) values for some plantation forest species",IPCC
328169,5-FL - Forest Land,3.B.1 - Forest land,CARBON DIOXIDE,,,Above-ground biomass (AGB),2019 Refinement default,Mean annual increment (growth rate of merchantable volume) values for some plantation forest species,,Plantation purpose: Productive Tree species: Eucalyptus grandis,Continent/Region/Country: Global.,,,15-50,m3/ha/year,,,,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Table 4.11 - Reported mean annual increment (growth rate of merchantable volume) values for some plantation forest species",IPCC
328170,5-FL - Forest Land,3.B.1 - Forest land,CARBON DIOXIDE,,,Above-ground biomass (AGB),2019 Refinement default,Mean annual increment (growth rate of merchantable volume) values for some plantation forest species,,Plantation purpose: Productive Tree species: Eucalyptus robusta,Continent/Region/Country: Global.,,,10-40,m3/ha/year,,,,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Table 4.11 - Reported mean annual increment (growth rate of merchantable volume) values for some plantation forest species",IPCC
328171,5-FL - Forest Land,3.B.1 - Forest land,CARBON DIOXIDE,,,Above-ground biomass (AGB),2019 Refinement default,Mean annual increment (growth rate of merchantable volume) values for some plantation forest species,,Plantation purpose: Productive Tree species: Eucalyptus saligna,Continent/Region/Country: Global.,,,10-55,m3/ha/year,,,,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Table 4.11 - Reported mean annual increment (growth rate of merchantable volume) values for some plantation forest species",IPCC
328172,5-FL - Forest Land,3.B.1 - Forest land,CARBON DIOXIDE,,,Above-ground biomass (AGB),2019 Refinement default,Mean annual increment (growth rate of merchantable volume) values for some plantation forest species,,Plantation purpose: Productive Tree species: Eucalyptus urophylla,Continent/Region/Country: Global.,,,20-60,m3/ha/year,,,,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Table 4.11 - Reported mean annual increment (growth rate of merchantable volume) values for some plantation forest species",IPCC
328173,5-FL - Forest Land,3.B.1 - Forest land,CARBON DIOXIDE,,,Above-ground biomass (AGB),2019 Refinement default,Mean annual increment (growth rate of merchantable volume) values for some plantation forest species,,Plantation purpose: Productive Tree species: Gmelina arborea,Continent/Region/Country: Global.,,,12-50,m3/ha/year,,,,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Table 4.11 - Reported mean annual increment (growth rate of merchantable volume) values for some plantation forest species",IPCC
328174,5-FL - Forest Land,3.B.1 - Forest land,CARBON DIOXIDE,,,Above-ground biomass (AGB),2019 Refinement default,Mean annual increment (growth rate of merchantable volume) values for some plantation forest species,,Plantation purpose: Productive Tree species: Leucaena leucocephala,Continent/Region/Country: Global.,,,30-55,m3/ha/year,,,,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Table 4.11 - Reported mean annual increment (growth rate of merchantable volume) values for some plantation forest species",IPCC
328175,5-FL - Forest Land,3.B.1 - Forest land,CARBON DIOXIDE,,,Above-ground biomass (AGB),2019 Refinement default,Mean annual increment (growth rate of merchantable volume) values for some plantation forest species,,Plantation purpose: Productive Tree species: Pinus caribaea var. caribaea,Continent/Region/Country: Global.,,,10-28,m3/ha/year,,,,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Table 4.11 - Reported mean annual increment (growth rate of merchantable volume) values for some plantation forest species",IPCC
328176,5-FL - Forest Land,3.B.1 - Forest land,CARBON DIOXIDE,,,Above-ground biomass (AGB),2019 Refinement default,Mean annual increment (growth rate of merchantable volume) values for some plantation forest species,,Plantation purpose: Productive Tree species: Pinus caribaea var. hondurensis,Continent/Region/Country: Global.,,,29-50,m3/ha/year,,,,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Table 4.11 - Reported mean annual increment (growth rate of merchantable volume) values for some plantation forest species",IPCC
328177,5-FL - Forest Land,3.B.1 - Forest land,CARBON DIOXIDE,,,Above-ground biomass (AGB),2019 Refinement default,Mean annual increment (growth rate of merchantable volume) values for some plantation forest species,,Plantation purpose: Productive Tree species: Pinus oocarpa,Continent/Region/Country: Global.,,,10-40,m3/ha/year,,,,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Table 4.11 - Reported mean annual increment (growth rate of merchantable volume) values for some plantation forest species",IPCC
328178,5-FL - Forest Land,3.B.1 - Forest land,CARBON DIOXIDE,,,Above-ground biomass (AGB),2019 Refinement default,Mean annual increment (growth rate of merchantable volume) values for some plantation forest species,,Plantation purpose: Productive Tree species: Pinus patula,Continent/Region/Country: Global.,,,8-40,m3/ha/year,,,,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Table 4.11 - Reported mean annual increment (growth rate of merchantable volume) values for some plantation forest species",IPCC
328179,5-FL - Forest Land,3.B.1 - Forest land,CARBON DIOXIDE,,,Above-ground biomass (AGB),2019 Refinement default,Mean annual increment (growth rate of merchantable volume) values for some plantation forest species,,Plantation purpose: Productive Tree species: Pinus radiata,Continent/Region/Country: Global.,,,10-50,m3/ha/year,,,,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Table 4.11 - Reported mean annual increment (growth rate of merchantable volume) values for some plantation forest species",IPCC
328180,5-FL - Forest Land,3.B.1 - Forest land,CARBON DIOXIDE,,,Above-ground biomass (AGB),2019 Refinement default,Mean annual increment (growth rate of merchantable volume) values for some plantation forest species,,Plantation purpose: Productive Tree species: Swietenia macrophylla,Continent/Region/Country: Global.,,,7-30,m3/ha/year,,,,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Table 4.11 - Reported mean annual increment (growth rate of merchantable volume) values for some plantation forest species",IPCC
328181,5-FL - Forest Land,3.B.1 - Forest land,CARBON DIOXIDE,,,Above-ground biomass (AGB),2019 Refinement default,Mean annual increment (growth rate of merchantable volume) values for some plantation forest species,,Plantation purpose: Productive Tree species: Tectona grandis,Continent/Region/Country: Global.,,,6-18,m3/ha/year,,,,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Table 4.11 - Reported mean annual increment (growth rate of merchantable volume) values for some plantation forest species",IPCC
328182,5-FL - Forest Land,3.B.1 - Forest land,CARBON DIOXIDE,,,Above-ground biomass (AGB),2019 Refinement default,Mean annual increment (growth rate of merchantable volume) values for some plantation forest species,,Plantation purpose: Productive Tree species: Terminalia ivorensis,Continent/Region/Country: Global.,,,8-17,m3/ha/year,,,,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Table 4.11 - Reported mean annual increment (growth rate of merchantable volume) values for some plantation forest species",IPCC
328183,5-FL - Forest Land,3.B.1 - Forest land,CARBON DIOXIDE,,,Above-ground biomass (AGB),2019 Refinement default,Mean annual increment (growth rate of merchantable volume) values for some plantation forest species,,Plantation purpose: Productive Tree species: Terminalia superba,Continent/Region/Country: Global.,,,10-14,m3/ha/year,,,,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Table 4.11 - Reported mean annual increment (growth rate of merchantable volume) values for some plantation forest species",IPCC
328649,"5 - Land-Use Change & Forestry
5-SL - Settlements","3.B.5 - Settlements
3 - Agriculture, Forestry, and Other Land Use
3.B - Land",CARBON DIOXIDE,,,Above-ground biomass (AGB),2019 Refinement default,Annual carbon accumulation per ha tree crown cover,,,United States (Global default),,,2.8,tonnes C/ha crown cover/yr,Equation 8.2 on p.8.7 of the 2006 IPCC Guidelines.,,"Nowak, D., Greenfield, E., Hoehn, R., Lapoint, E., (2013), Carbon storage and sequestration by trees in urban and community areas of the United States. Environmental Pollution, 178, 229-236.","2019 Refinement to the 2006 IPCC Guidelines for National GHG Inventories, Table 8.1 - Tier 2A default crown cover area-based growth rates (CRW) for urban tree crown cover by region",IPCC
